"pk","sk","ai_responses","analysis_filename","answers","assigned_count","clip_id","clip_index","created_at","cross_clip_manual_privacy","cross_clip_responses","cur_clip","finished","finished_at","free_text","item_type","max_assignments","mode","participant_findings","participant_id","stage","story_id","study","study_id","study_label","updated_at","video_watched"
"soups26_vlm_assignment_participant","soups26_vlma_01:formal_1#participant_test_vlm#prestudy","","","[{""M"":{""score"":{""N"":""-2""},""index"":{""N"":""1""},""question"":{""S"":""I understand the basic ideas behind how AI systems work (for example, that they learn patterns from data).""},""question_id"":{""S"":""q1""}}},{""M"":{""score"":{""N"":""2""},""index"":{""N"":""2""},""question"":{""S"":""I am familiar with common uses of AI in everyday life (for example, recommendations, voice assistants, or image analysis).""},""question_id"":{""S"":""q2""}}},{""M"":{""score"":{""N"":""-1""},""index"":{""N"":""3""},""question"":{""S"":""I feel able to judge, in a rough way, what current AI systems can and cannot do.""},""question_id"":{""S"":""q3""}}},{""M"":{""score"":{""N"":""-3""},""index"":{""N"":""4""},""question"":{""S"":""I feel confident that I could learn to use a new AI-based app or device if I needed it.""},""question_id"":{""S"":""q4""}}},{""M"":{""score"":{""N"":""2""},""index"":{""N"":""5""},""question"":{""S"":""I worry about how AI systems might collect and use my personal data.""},""question_id"":{""S"":""q5""}}},{""M"":{""score"":{""N"":""0""},""index"":{""N"":""6""},""question"":{""S"":""I am concerned that AI systems could infer sensitive things about me (for example, my habits, beliefs, or health) from seemingly harmless data.""},""question_id"":{""S"":""q6""}}},{""M"":{""score"":{""N"":""-2""},""index"":{""N"":""7""},""question"":{""S"":""It is important to me to have control over what personal data AI systems can access and how long they keep it.""},""question_id"":{""S"":""q7""}}},{""M"":{""score"":{""N"":""1""},""index"":{""N"":""8""},""question"":{""S"":""I feel uneasy when AI services share my data or recordings with companies or other organizations.""},""question_id"":{""S"":""q8""}}},{""M"":{""score"":{""N"":""3""},""index"":{""N"":""9""},""question"":{""S"":""I am especially concerned about AI systems that continuously sense my environment (for example, through cameras or microphones).""},""question_id"":{""S"":""q9""}}},{""M"":{""score"":{""N"":""-1""},""index"":{""N"":""10""},""question"":{""S"":""Even if an AI service is convenient, I would still hesitate to use it if it collects detailed data about my daily life.""},""question_id"":{""S"":""q10""}}}]","","","","2025-12-16T04:05:06.624Z","","","","","","","prestudy_result","","vlm","","test_vlm","","story_01","","soups26_vlma_01:formal_1","formal_1","2025-12-16T04:05:06.624Z",""
"soups26_vlm_assignment_participant","soups26_vlma_01:formal_1#participant_test_vlm#story_story_01#clip_1","[{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""-1""},""time_sec"":{""N"":""0""},""det_id"":{""S"":""c1_d001""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""Kitchen counter with blue mosaic tile backsplash and various condiments""}}},{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""1""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""-1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""15""},""det_id"":{""S"":""c1_d002""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Type G electrical wall sockets""}}},{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""}]},""trust_ai_score"":{""N"":""-2""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""-1""},""confidence"":{""S"":""medium""},""share_willingness_score"":{""N"":""1""},""time_sec"":{""N"":""18""},""det_id"":{""S"":""c1_d003""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Open refrigerator contents including Milo tin and juice cartons""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""25""},""det_id"":{""S"":""c1_d004""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""Arwa brand water bottle label""}}},{""M"":{""severity"":{""N"":""0""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""-1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""1""},""time_sec"":{""N"":""50""},""det_id"":{""S"":""c1_d005""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Collection of spices, oils, and condiments near stove""}}}]","","","","clip_01","1","2025-12-16T04:09:57.626Z","","","","","","","clip_annotation","","vlm","[{""M"":{""finding_id"":{""S"":""manual_1765858135882_8157""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""1""},""share_willingness_score"":{""N"":""2""},""description"":{""S"":""1 2 3 4 5 6 7 8 9 1""},""categories"":{""L"":[{""S"":""personal information""}]},""time_sec"":{""N"":""66""}}}]","test_vlm","","story_01","","soups26_vlma_01:formal_1","formal_1","2025-12-16T04:09:57.626Z","true"
"soups26_vlm_assignment_participant","soups26_vlma_01:formal_1#participant_test_vlm#story_story_01#clip_2","[{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""},{""S"":""personal information""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""1""},""time_sec"":{""N"":""0""},""det_id"":{""S"":""c2_d001""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Computer screen showing YouTube video with Traditional Chinese title""}}},{""M"":{""severity"":{""N"":""0""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""5""},""det_id"":{""S"":""c2_d002""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""Desk clutter: Dettol wipes, 7-Up bottle, Logitech/Razer peripherals""}}},{""M"":{""severity"":{""N"":""0""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""}]},""trust_ai_score"":{""N"":""1""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""22""},""det_id"":{""S"":""c2_d003""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Clothes drying on railing""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""1""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""-2""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""1""},""time_sec"":{""N"":""136""},""det_id"":{""S"":""c2_d004""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Staircase with blue LED strip lighting""}}},{""M"":{""severity"":{""N"":""3""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""-2""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""218""},""det_id"":{""S"":""c2_d005""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Yellow shopping bag with 'Tamimi Markets' logo""}}}]","","","","clip_02","2","2025-12-16T04:16:23.033Z","","","","","","","clip_annotation","","vlm","[{""M"":{""share_willingness_score"":{""N"":""0""},""finding_id"":{""S"":""manual_1765858573095_3094""},""description"":{""S"":""Confirmed no other privacy-related content beyond the AI detections.""},""categories"":{""L"":[{""S"":""none""}]},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""0""}}}]","test_vlm","","story_01","","soups26_vlma_01:formal_1","formal_1","2025-12-16T04:16:23.033Z","true"
"soups26_vlm_assignment_participant","soups26_vlma_01:formal_1#participant_test_vlm#story_story_01#clip_3","[{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""-1""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""-2""},""time_sec"":{""N"":""19""},""det_id"":{""S"":""c3_d001""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""Corridor with blue horizontal stripes and white walls""}}},{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""-2""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""1""},""time_sec"":{""N"":""20""},""det_id"":{""S"":""c3_d002""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""Bilingual 'EXIT' sign (English/Arabic)""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""others’ private/confidential""},{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""-2""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""36""},""det_id"":{""S"":""c3_d003""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""Neighbor Unit Number '207'""}}},{""M"":{""severity"":{""N"":""0""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""-3""},""privacy_threat_score"":{""N"":""1""},""ai_memory_comfort_score"":{""N"":""-2""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""2""},""time_sec"":{""N"":""54""},""det_id"":{""S"":""c3_d004""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Trash chute labeled 'GARBAGE HOPPER'""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""-2""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""1""},""confidence"":{""S"":""medium""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""121""},""det_id"":{""S"":""c3_d005""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Window view of internal courtyard with artificial grass""}}}]","","","","clip_03","3","2025-12-16T04:22:09.999Z","","","","","","","clip_annotation","","vlm","[{""M"":{""finding_id"":{""S"":""manual_1765858920638_4733""},""privacy_threat_score"":{""N"":""-2""},""ai_memory_comfort_score"":{""N"":""0""},""share_willingness_score"":{""N"":""1""},""description"":{""S"":""1 2 3 4 5 6 7 8 9 1""},""categories"":{""L"":[{""S"":""other type of sensitive content""}]},""time_sec"":{""N"":""206""}}}]","test_vlm","","story_01","","soups26_vlma_01:formal_1","formal_1","2025-12-16T04:22:09.999Z","true"
"soups26_vlm_assignment_participant","soups26_vlma_01:formal_1#participant_test_vlm#story_story_01#clip_4","[{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""30""},""det_id"":{""S"":""c4_d001""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""'The Coffee Bean & Tea Leaf' storefront""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""-2""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""-1""},""time_sec"":{""N"":""123""},""det_id"":{""S"":""c4_d002""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""'Community Hub' sign""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""-1""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""195""},""det_id"":{""S"":""c4_d003""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""'Ya Hala' restaurant sign""}}},{""M"":{""severity"":{""N"":""3""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""trust_ai_score"":{""N"":""0""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""-1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""-1""},""time_sec"":{""N"":""214""},""det_id"":{""S"":""c4_d004""},""visual_match_score"":{""N"":""-3""},""detected_visual"":{""S"":""'Keep KAUST Safe' COVID-19 signage""}}},{""M"":{""severity"":{""N"":""2""},""information_types"":{""L"":[{""S"":""others’ private/confidential""}]},""trust_ai_score"":{""N"":""1""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""-1""},""time_sec"":{""N"":""235""},""det_id"":{""S"":""c4_d005""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Restaurant staff member (face visible)""}}},{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""personal information""}]},""trust_ai_score"":{""N"":""-1""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""-1""},""confidence"":{""S"":""medium""},""share_willingness_score"":{""N"":""-1""},""time_sec"":{""N"":""253""},""det_id"":{""S"":""c4_d006""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Payment terminal interaction""}}}]","","","","clip_04","4","2025-12-16T04:29:46.612Z","","[{""M"":{""cross_more_severe_score"":{""N"":""-2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""confidence"":{""S"":""high""},""threat_id"":{""S"":""story_t1""},""cross_privacy_threat_score"":{""N"":""1""},""severity_overall"":{""N"":""3""},""title"":{""S"":""Definitive Institutional Geolocation""},""clips_involved"":{""L"":[{""S"":""2""},{""S"":""3""},{""S"":""4""}]},""cross_ai_memory_comfort_score"":{""N"":""1""},""cross_visual_match_score"":{""N"":""-2""}}}]","","","","","clip_annotation","","vlm","[{""M"":{""share_willingness_score"":{""N"":""0""},""finding_id"":{""S"":""manual_1765859380930_812""},""description"":{""S"":""Confirmed no other privacy-related content beyond the AI detections.""},""categories"":{""L"":[{""S"":""none""}]},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""0""}}}]","test_vlm","","story_01","","soups26_vlma_01:formal_1","formal_1","2025-12-16T04:29:46.612Z","true"
"soups26_vlm_assignment_participant","soups26_vlma_01:formal_1#participant_test_vlm#story_story_01#clip_5","[{""M"":{""severity"":{""N"":""0""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""}]},""trust_ai_score"":{""N"":""-1""},""privacy_threat_score"":{""N"":""-1""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""-1""},""time_sec"":{""N"":""3""},""det_id"":{""S"":""c5_d001""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Fairy Dish Soap (Lemon)""}}},{""M"":{""severity"":{""N"":""3""},""information_types"":{""L"":[{""S"":""personal information""}]},""trust_ai_score"":{""N"":""-2""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""0""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""19""},""det_id"":{""S"":""c5_d002""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Tattoo on left inner forearm""}}},{""M"":{""severity"":{""N"":""0""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""}]},""trust_ai_score"":{""N"":""1""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""-1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""1""},""time_sec"":{""N"":""114""},""det_id"":{""S"":""c5_d003""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Loading dishwasher interior""}}},{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""personal information""}]},""trust_ai_score"":{""N"":""3""},""privacy_threat_score"":{""N"":""3""},""ai_memory_comfort_score"":{""N"":""3""},""confidence"":{""S"":""medium""},""share_willingness_score"":{""N"":""3""},""time_sec"":{""N"":""305""},""det_id"":{""S"":""c5_d004""},""visual_match_score"":{""N"":""3""},""detected_visual"":{""S"":""Smartphone screen lighting up""}}},{""M"":{""severity"":{""N"":""1""},""information_types"":{""L"":[{""S"":""assets/property""}]},""trust_ai_score"":{""N"":""-2""},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""1""},""confidence"":{""S"":""high""},""share_willingness_score"":{""N"":""0""},""time_sec"":{""N"":""307""},""det_id"":{""S"":""c5_d005""},""visual_match_score"":{""N"":""-2""},""detected_visual"":{""S"":""Unboxed networking gear on living room table""}}}]","","","","clip_05","5","2025-12-16T04:36:04.250Z","{""has_privacy"":{""BOOL"":false},""no_description"":{""S"":""Confirmed.""}}","[{""M"":{""cross_more_severe_score"":{""N"":""-2""},""information_types"":{""L"":[{""S"":""location of shooting""}]},""confidence"":{""S"":""high""},""threat_id"":{""S"":""story_t1""},""cross_privacy_threat_score"":{""N"":""1""},""severity_overall"":{""N"":""3""},""title"":{""S"":""Definitive Institutional Geolocation""},""clips_involved"":{""L"":[{""S"":""2""},{""S"":""3""},{""S"":""4""}]},""cross_ai_memory_comfort_score"":{""N"":""1""},""cross_visual_match_score"":{""N"":""-2""}}},{""M"":{""cross_more_severe_score"":{""N"":""2""},""information_types"":{""L"":[{""S"":""personal information""}]},""confidence"":{""S"":""high""},""threat_id"":{""S"":""story_t2""},""cross_privacy_threat_score"":{""N"":""-2""},""severity_overall"":{""N"":""3""},""title"":{""S"":""Biometric Linkage of Activity to Identity""},""clips_involved"":{""L"":[{""S"":""4""},{""S"":""5""}]},""cross_ai_memory_comfort_score"":{""N"":""-1""},""cross_visual_match_score"":{""N"":""-2""}}},{""M"":{""cross_more_severe_score"":{""N"":""-2""},""information_types"":{""L"":[{""S"":""individual preferences/pastimes""},{""S"":""assets/property""}]},""confidence"":{""S"":""high""},""threat_id"":{""S"":""story_t3""},""cross_privacy_threat_score"":{""N"":""0""},""severity_overall"":{""N"":""2""},""title"":{""S"":""Comprehensive Routine and Asset Profiling""},""clips_involved"":{""L"":[{""S"":""1""},{""S"":""3""},{""S"":""5""}]},""cross_ai_memory_comfort_score"":{""N"":""1""},""cross_visual_match_score"":{""N"":""0""}}}]","","","","","clip_annotation","","vlm","[{""M"":{""share_willingness_score"":{""N"":""0""},""finding_id"":{""S"":""manual_1765859758844_6803""},""description"":{""S"":""Confirmed no other privacy-related content beyond the AI detections.""},""categories"":{""L"":[{""S"":""none""}]},""privacy_threat_score"":{""N"":""0""},""ai_memory_comfort_score"":{""N"":""0""}}}]","test_vlm","","story_01","","soups26_vlma_01:formal_1","formal_1","2025-12-16T04:36:04.250Z","true"
"soups26_vlm_assignment_story","formal_1#story_01#human","","story_01.json","","1","","","","","","","","","","story_capacity","6","human","","","","story_01","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_01#vlm","","story_01.json","","1","","","","","","","","","","story_capacity","6","vlm","","","","story_01","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_02#human","","story_02.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_02","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_02#vlm","","story_02.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_02","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_03#human","","story_03.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_03","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_03#vlm","","story_03.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_03","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_04#human","","story_04.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_04","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_04#vlm","","story_04.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_04","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_05#human","","story_05.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_05","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_05#vlm","","story_05.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_05","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_06#human","","story_06.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_06","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_06#vlm","","story_06.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_06","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_07#human","","story_07.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_07","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_07#vlm","","story_07.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_07","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_08#human","","story_08.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_08","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_08#vlm","","story_08.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_08","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_09#human","","story_09.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_09","formal_1","","","",""
"soups26_vlm_assignment_story","formal_1#story_09#vlm","","story_09.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_09","formal_1","","","",""
"soups26_vlm_assignment_story","pilot#story_01#human","","story_01.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_01","pilot","","","",""
"soups26_vlm_assignment_story","pilot#story_01#vlm","","story_01.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_01","pilot","","","",""
"soups26_vlm_assignment_story","pilot#story_02#human","","story_02.json","","0","","","","","","","","","","story_capacity","6","human","","","","story_02","pilot","","","",""
"soups26_vlm_assignment_story","pilot#story_02#vlm","","story_02.json","","0","","","","","","","","","","story_capacity","6","vlm","","","","story_02","pilot","","","",""
